timestamp,station_id,station_name,ec_value_mS_cm,is_synthetic
2024-01-05 14:00:00,DTG001,Cống Vàm Giồng,12.24,True
2024-01-05 15:00:00,DTG001,Cống Vàm Giồng,11.72,True
2024-01-05 16:00:00,DTG001,Cống Vàm Giồng,12.61,True
2024-01-05 17:00:00,DTG001,Cống Vàm Giồng,10.97,True
2024-01-05 18:00:00,DTG001,Cống Vàm Giồng,10.32,True
2024-01-05 19:00:00,DTG001,Cống Vàm Giồng,6.56,True
2024-01-05 20:00:00,DTG001,Cống Vàm Giồng,7.7,True
2024-01-05 21:00:00,DTG001,Cống Vàm Giồng,6.19,True
2024-01-05 22:00:00,DTG001,Cống Vàm Giồng,7.56,True
2024-01-05 23:00:00,DTG001,Cống Vàm Giồng,7.5,True
2024-01-06 00:00:00,DTG001,Cống Vàm Giồng,8.95,True
2024-01-06 01:00:00,DTG001,Cống Vàm Giồng,10.97,True
2024-01-06 02:00:00,DTG001,Cống Vàm Giồng,11.56,True
2024-01-06 03:00:00,DTG001,Cống Vàm Giồng,13.2,True
2024-01-06 04:00:00,DTG001,Cống Vàm Giồng,11.13,True
2024-01-06 05:00:00,DTG001,Cống Vàm Giồng,11.18,True
2024-01-06 06:00:00,DTG001,Cống Vàm Giồng,9.47,True
2024-01-06 07:00:00,DTG001,Cống Vàm Giồng,8.05,True
2024-01-06 08:00:00,DTG001,Cống Vàm Giồng,6.19,True
2024-01-06 09:00:00,DTG001,Cống Vàm Giồng,6.91,True
2024-01-06 10:00:00,DTG001,Cống Vàm Giồng,7.28,True
2024-01-06 11:00:00,DTG001,Cống Vàm Giồng,8.45,True
2024-01-06 12:00:00,DTG001,Cống Vàm Giồng,9.9,True
2024-01-06 13:00:00,DTG001,Cống Vàm Giồng,11.23,True
2024-01-06 14:00:00,DTG001,Cống Vàm Giồng,12.46,True
2024-01-06 15:00:00,DTG001,Cống Vàm Giồng,12.17,True
2024-01-06 16:00:00,DTG001,Cống Vàm Giồng,12.04,True
2024-01-06 17:00:00,DTG001,Cống Vàm Giồng,10.74,True
2024-01-06 18:00:00,DTG001,Cống Vàm Giồng,9.3,True
2024-01-06 19:00:00,DTG001,Cống Vàm Giồng,8.49,True
2024-01-06 20:00:00,DTG001,Cống Vàm Giồng,6.98,True
2024-01-06 21:00:00,DTG001,Cống Vàm Giồng,6.21,True
2024-01-06 22:00:00,DTG001,Cống Vàm Giồng,6.87,True
2024-01-06 23:00:00,DTG001,Cống Vàm Giồng,7.7,True
2024-01-07 00:00:00,DTG001,Cống Vàm Giồng,8.88,True
2024-01-07 01:00:00,DTG001,Cống Vàm Giồng,11.3,True
2024-01-07 02:00:00,DTG001,Cống Vàm Giồng,13.13,True
2024-01-07 03:00:00,DTG001,Cống Vàm Giồng,12.77,True
2024-01-07 04:00:00,DTG001,Cống Vàm Giồng,10.9,True
2024-01-07 05:00:00,DTG001,Cống Vàm Giồng,11.45,True
2024-01-07 06:00:00,DTG001,Cống Vàm Giồng,8.99,True
2024-01-07 07:00:00,DTG001,Cống Vàm Giồng,8.15,True
2024-01-07 08:00:00,DTG001,Cống Vàm Giồng,7.05,True
2024-01-07 09:00:00,DTG001,Cống Vàm Giồng,6.65,True
2024-01-07 10:00:00,DTG001,Cống Vàm Giồng,6.8,True
2024-01-07 11:00:00,DTG001,Cống Vàm Giồng,7.54,True
2024-01-07 12:00:00,DTG001,Cống Vàm Giồng,9.24,True
2024-01-07 13:00:00,DTG001,Cống Vàm Giồng,10.23,True
2024-01-07 14:00:00,DTG001,Cống Vàm Giồng,11.63,True
2024-01-07 15:00:00,DTG001,Cống Vàm Giồng,13.12,True
2024-01-07 16:00:00,DTG001,Cống Vàm Giồng,11.28,True
2024-01-07 17:00:00,DTG001,Cống Vàm Giồng,10.58,True
2024-01-07 18:00:00,DTG001,Cống Vàm Giồng,10.2,True
2024-01-07 19:00:00,DTG001,Cống Vàm Giồng,7.63,True
2024-01-07 20:00:00,DTG001,Cống Vàm Giồng,7.94,True
2024-01-07 21:00:00,DTG001,Cống Vàm Giồng,6.07,True
2024-01-07 22:00:00,DTG001,Cống Vàm Giồng,7.22,True
2024-01-07 23:00:00,DTG001,Cống Vàm Giồng,8.5,True
2024-01-08 00:00:00,DTG001,Cống Vàm Giồng,9.4,True
2024-01-08 01:00:00,DTG001,Cống Vàm Giồng,10.48,True
2024-01-08 02:00:00,DTG001,Cống Vàm Giồng,13.03,True
2024-01-08 03:00:00,DTG001,Cống Vàm Giồng,11.45,True
2024-01-08 04:00:00,DTG001,Cống Vàm Giồng,11.89,True
2024-01-08 05:00:00,DTG001,Cống Vàm Giồng,10.82,True
2024-01-08 06:00:00,DTG001,Cống Vàm Giồng,9.2,True
2024-01-08 07:00:00,DTG001,Cống Vàm Giồng,6.93,True
2024-01-08 08:00:00,DTG001,Cống Vàm Giồng,7.15,True
2024-01-08 09:00:00,DTG001,Cống Vàm Giồng,6.44,True
2024-01-08 10:00:00,DTG001,Cống Vàm Giồng,6.87,True
2024-01-08 11:00:00,DTG001,Cống Vàm Giồng,7.48,True
2024-01-08 12:00:00,DTG001,Cống Vàm Giồng,9.66,True
2024-01-08 13:00:00,DTG001,Cống Vàm Giồng,11.27,True
2024-01-08 14:00:00,DTG001,Cống Vàm Giồng,12.47,True
2024-01-08 15:00:00,DTG001,Cống Vàm Giồng,11.47,True
2024-01-08 16:00:00,DTG001,Cống Vàm Giồng,11.41,True
2024-01-08 17:00:00,DTG001,Cống Vàm Giồng,11.1,True
2024-01-08 18:00:00,DTG001,Cống Vàm Giồng,9.59,True
2024-01-08 19:00:00,DTG001,Cống Vàm Giồng,8.24,True
2024-01-08 20:00:00,DTG001,Cống Vàm Giồng,7.28,True
2024-01-08 21:00:00,DTG001,Cống Vàm Giồng,6.95,True
2024-01-08 22:00:00,DTG001,Cống Vàm Giồng,6.65,True
2024-01-08 23:00:00,DTG001,Cống Vàm Giồng,8.46,True
2024-01-09 00:00:00,DTG001,Cống Vàm Giồng,8.99,True
2024-01-09 01:00:00,DTG001,Cống Vàm Giồng,10.76,True
2024-01-09 02:00:00,DTG001,Cống Vàm Giồng,11.25,True
2024-01-09 03:00:00,DTG001,Cống Vàm Giồng,11.56,True
2024-01-09 04:00:00,DTG001,Cống Vàm Giồng,12.52,True
2024-01-09 05:00:00,DTG001,Cống Vàm Giồng,10.87,True
2024-01-09 06:00:00,DTG001,Cống Vàm Giồng,9.71,True
2024-01-09 07:00:00,DTG001,Cống Vàm Giồng,8.24,True
2024-01-09 08:00:00,DTG001,Cống Vàm Giồng,7.07,True
2024-01-09 09:00:00,DTG001,Cống Vàm Giồng,6.62,True
2024-01-09 10:00:00,DTG001,Cống Vàm Giồng,6.84,True
2024-01-09 11:00:00,DTG001,Cống Vàm Giồng,6.8,True
2024-01-09 12:00:00,DTG001,Cống Vàm Giồng,9.92,True
2024-01-09 13:00:00,DTG001,Cống Vàm Giồng,11.42,True
2024-01-09 14:00:00,DTG001,Cống Vàm Giồng,11.82,True
2024-01-09 15:00:00,DTG001,Cống Vàm Giồng,11.5,True
2024-01-09 16:00:00,DTG001,Cống Vàm Giồng,11.65,True
2024-01-09 17:00:00,DTG001,Cống Vàm Giồng,10.83,True
2024-01-09 18:00:00,DTG001,Cống Vàm Giồng,9.2,True
2024-01-09 19:00:00,DTG001,Cống Vàm Giồng,8.12,True
2024-01-09 20:00:00,DTG001,Cống Vàm Giồng,6.67,True
2024-01-09 21:00:00,DTG001,Cống Vàm Giồng,6.62,True
2024-01-09 22:00:00,DTG001,Cống Vàm Giồng,7.18,True
2024-01-09 23:00:00,DTG001,Cống Vàm Giồng,7.33,True
2024-01-10 00:00:00,DTG001,Cống Vàm Giồng,9.77,True
2024-01-10 01:00:00,DTG001,Cống Vàm Giồng,11.31,True
2024-01-10 02:00:00,DTG001,Cống Vàm Giồng,12.65,True
2024-01-10 03:00:00,DTG001,Cống Vàm Giồng,12.53,True
2024-01-10 04:00:00,DTG001,Cống Vàm Giồng,11.2,True
2024-01-10 05:00:00,DTG001,Cống Vàm Giồng,10.97,True
2024-01-10 06:00:00,DTG001,Cống Vàm Giồng,9.36,True
2024-01-10 07:00:00,DTG001,Cống Vàm Giồng,8.01,True
2024-01-10 08:00:00,DTG001,Cống Vàm Giồng,7.33,True
2024-01-10 09:00:00,DTG001,Cống Vàm Giồng,7.07,True
2024-01-10 10:00:00,DTG001,Cống Vàm Giồng,7.33,True
2024-01-10 11:00:00,DTG001,Cống Vàm Giồng,7.79,True
2024-01-10 12:00:00,DTG001,Cống Vàm Giồng,9.14,True
2024-01-10 13:00:00,DTG001,Cống Vàm Giồng,10.62,True
2024-01-10 14:00:00,DTG001,Cống Vàm Giồng,12.26,True
2024-01-10 15:00:00,DTG001,Cống Vàm Giồng,11.2,True
2024-01-10 16:00:00,DTG001,Cống Vàm Giồng,11.17,True
2024-01-10 17:00:00,DTG001,Cống Vàm Giồng,10.8,True
2024-01-10 18:00:00,DTG001,Cống Vàm Giồng,9.73,True
2024-01-10 19:00:00,DTG001,Cống Vàm Giồng,8.75,True
2024-01-10 20:00:00,DTG001,Cống Vàm Giồng,7.42,True
2024-01-10 21:00:00,DTG001,Cống Vàm Giồng,6.96,True
2024-01-10 22:00:00,DTG001,Cống Vàm Giồng,6.59,True
2024-01-10 23:00:00,DTG001,Cống Vàm Giồng,7.33,True
2024-01-11 00:00:00,DTG001,Cống Vàm Giồng,9.36,True
2024-01-11 01:00:00,DTG001,Cống Vàm Giồng,10.1,True
2024-01-11 02:00:00,DTG001,Cống Vàm Giồng,11.16,True
2024-01-11 03:00:00,DTG001,Cống Vàm Giồng,12.08,True
2024-01-11 04:00:00,DTG001,Cống Vàm Giồng,11.63,True
2024-01-11 05:00:00,DTG001,Cống Vàm Giồng,10.58,True
2024-01-11 06:00:00,DTG001,Cống Vàm Giồng,8.71,True
2024-01-11 07:00:00,DTG001,Cống Vàm Giồng,7.9,True
2024-01-11 08:00:00,DTG001,Cống Vàm Giồng,6.95,True
2024-01-11 09:00:00,DTG001,Cống Vàm Giồng,6.11,True
2024-01-11 10:00:00,DTG001,Cống Vàm Giồng,7.1,True
2024-01-11 11:00:00,DTG001,Cống Vàm Giồng,8.18,True
2024-01-11 12:00:00,DTG001,Cống Vàm Giồng,9.75,True
2024-01-11 13:00:00,DTG001,Cống Vàm Giồng,10.37,True
2024-01-11 14:00:00,DTG001,Cống Vàm Giồng,12.07,True
2024-01-11 15:00:00,DTG001,Cống Vàm Giồng,12.11,True
2024-01-11 16:00:00,DTG001,Cống Vàm Giồng,11.47,True
2024-01-11 17:00:00,DTG001,Cống Vàm Giồng,10.23,True
2024-01-11 18:00:00,DTG001,Cống Vàm Giồng,9.41,True
2024-01-11 19:00:00,DTG001,Cống Vàm Giồng,8.24,True
2024-01-11 20:00:00,DTG001,Cống Vàm Giồng,6.83,True
2024-01-11 21:00:00,DTG001,Cống Vàm Giồng,6.53,True
2024-01-11 22:00:00,DTG001,Cống Vàm Giồng,7.47,True
2024-01-11 23:00:00,DTG001,Cống Vàm Giồng,8.24,True
2024-01-12 00:00:00,DTG001,Cống Vàm Giồng,9.29,True
2024-01-12 01:00:00,DTG001,Cống Vàm Giồng,10.86,True
2024-01-12 02:00:00,DTG001,Cống Vàm Giồng,11.45,True
2024-01-12 03:00:00,DTG001,Cống Vàm Giồng,12.49,True
2024-01-12 04:00:00,DTG001,Cống Vàm Giồng,11.97,True
2024-01-12 05:00:00,DTG001,Cống Vàm Giồng,10.16,True
2024-01-12 06:00:00,DTG001,Cống Vàm Giồng,10.17,True
2024-01-12 07:00:00,DTG001,Cống Vàm Giồng,7.84,True
2024-01-12 08:00:00,DTG001,Cống Vàm Giồng,6.25,True
2024-01-12 09:00:00,DTG001,Cống Vàm Giồng,6.72,True
2024-01-12 10:00:00,DTG001,Cống Vàm Giồng,6.06,True
2024-01-12 11:00:00,DTG001,Cống Vàm Giồng,8.14,True
2024-01-12 12:00:00,DTG001,Cống Vàm Giồng,10.1,True
2024-01-12 13:00:00,DTG001,Cống Vàm Giồng,11.11,True
2024-01-12 14:00:00,DTG001,Cống Vàm Giồng,11.97,True
2024-01-12 15:00:00,DTG001,Cống Vàm Giồng,11.61,True
2024-01-12 16:00:00,DTG001,Cống Vàm Giồng,12.81,True
2024-01-12 17:00:00,DTG001,Cống Vàm Giồng,10.48,True
2024-01-12 18:00:00,DTG001,Cống Vàm Giồng,9.56,True
2024-01-12 19:00:00,DTG001,Cống Vàm Giồng,7.35,True
2024-01-12 20:00:00,DTG001,Cống Vàm Giồng,8.21,True
2024-01-12 21:00:00,DTG001,Cống Vàm Giồng,6.77,True
2024-01-12 22:00:00,DTG001,Cống Vàm Giồng,6.1,True
2024-01-12 23:00:00,DTG001,Cống Vàm Giồng,7.48,True
2024-01-13 00:00:00,DTG001,Cống Vàm Giồng,8.78,True
2024-01-13 01:00:00,DTG001,Cống Vàm Giồng,10.8,True
2024-01-13 02:00:00,DTG001,Cống Vàm Giồng,11.58,True
2024-01-13 03:00:00,DTG001,Cống Vàm Giồng,11.93,True
2024-01-13 04:00:00,DTG001,Cống Vàm Giồng,12.05,True
2024-01-13 05:00:00,DTG001,Cống Vàm Giồng,11.32,True
2024-01-13 06:00:00,DTG001,Cống Vàm Giồng,8.41,True
2024-01-13 07:00:00,DTG001,Cống Vàm Giồng,8.43,True
2024-01-13 08:00:00,DTG001,Cống Vàm Giồng,6.94,True
2024-01-13 09:00:00,DTG001,Cống Vàm Giồng,7.09,True
2024-01-13 10:00:00,DTG001,Cống Vàm Giồng,6.66,True
2024-01-13 11:00:00,DTG001,Cống Vàm Giồng,7.63,True
2024-01-13 12:00:00,DTG001,Cống Vàm Giồng,9.69,True
2024-01-13 13:00:00,DTG001,Cống Vàm Giồng,10.98,True
2024-01-13 14:00:00,DTG001,Cống Vàm Giồng,10.87,True
2024-01-13 15:00:00,DTG001,Cống Vàm Giồng,12.89,True
2024-01-13 16:00:00,DTG001,Cống Vàm Giồng,12.24,True
2024-01-13 17:00:00,DTG001,Cống Vàm Giồng,11.3,True
2024-01-13 18:00:00,DTG001,Cống Vàm Giồng,9.54,True
2024-01-13 19:00:00,DTG001,Cống Vàm Giồng,8.38,True
2024-01-13 20:00:00,DTG001,Cống Vàm Giồng,7.88,True
2024-01-13 21:00:00,DTG001,Cống Vàm Giồng,6.65,True
2024-01-13 22:00:00,DTG001,Cống Vàm Giồng,7.23,True
2024-01-13 23:00:00,DTG001,Cống Vàm Giồng,6.83,True
2024-01-14 00:00:00,DTG001,Cống Vàm Giồng,9.6,True
2024-01-14 01:00:00,DTG001,Cống Vàm Giồng,10.32,True
2024-01-14 02:00:00,DTG001,Cống Vàm Giồng,11.8,True
2024-01-14 03:00:00,DTG001,Cống Vàm Giồng,12.43,True
2024-01-14 04:00:00,DTG001,Cống Vàm Giồng,12.08,True
2024-01-14 05:00:00,DTG001,Cống Vàm Giồng,10.48,True
2024-01-14 06:00:00,DTG001,Cống Vàm Giồng,8.93,True
2024-01-14 07:00:00,DTG001,Cống Vàm Giồng,7.66,True
2024-01-14 08:00:00,DTG001,Cống Vàm Giồng,7.25,True
2024-01-14 09:00:00,DTG001,Cống Vàm Giồng,6.87,True
2024-01-14 10:00:00,DTG001,Cống Vàm Giồng,6.56,True
2024-01-14 11:00:00,DTG001,Cống Vàm Giồng,7.72,True
2024-01-14 12:00:00,DTG001,Cống Vàm Giồng,9.4,True
2024-01-14 13:00:00,DTG001,Cống Vàm Giồng,10.69,True
2024-01-14 14:00:00,DTG001,Cống Vàm Giồng,11.91,True
2024-01-14 15:00:00,DTG001,Cống Vàm Giồng,12.66,True
2024-01-14 16:00:00,DTG001,Cống Vàm Giồng,11.94,True
2024-01-14 17:00:00,DTG001,Cống Vàm Giồng,10.67,True
2024-01-14 18:00:00,DTG001,Cống Vàm Giồng,9.76,True
2024-01-14 19:00:00,DTG001,Cống Vàm Giồng,8.22,True
2024-01-14 20:00:00,DTG001,Cống Vàm Giồng,6.06,True
2024-01-14 21:00:00,DTG001,Cống Vàm Giồng,6.19,True
2024-01-14 22:00:00,DTG001,Cống Vàm Giồng,7.54,True
2024-01-14 23:00:00,DTG001,Cống Vàm Giồng,7.97,True
2024-01-15 00:00:00,DTG001,Cống Vàm Giồng,10.23,True
2024-01-15 01:00:00,DTG001,Cống Vàm Giồng,9.84,True
2024-01-15 02:00:00,DTG001,Cống Vàm Giồng,12.33,True
2024-01-15 03:00:00,DTG001,Cống Vàm Giồng,12.66,True
2024-01-15 04:00:00,DTG001,Cống Vàm Giồng,11.65,True
2024-01-15 05:00:00,DTG001,Cống Vàm Giồng,10.56,True
2024-01-15 06:00:00,DTG001,Cống Vàm Giồng,9.32,True
2024-01-15 07:00:00,DTG001,Cống Vàm Giồng,8.19,True
2024-01-15 08:00:00,DTG001,Cống Vàm Giồng,6.87,True
2024-01-15 09:00:00,DTG001,Cống Vàm Giồng,6.61,True
2024-01-15 10:00:00,DTG001,Cống Vàm Giồng,6.77,True
2024-01-15 11:00:00,DTG001,Cống Vàm Giồng,6.93,True
2024-01-15 12:00:00,DTG001,Cống Vàm Giồng,9.56,True
2024-01-15 13:00:00,DTG001,Cống Vàm Giồng,10.41,True
2024-01-15 14:00:00,DTG001,Cống Vàm Giồng,11.52,True
2024-01-15 15:00:00,DTG001,Cống Vàm Giồng,11.34,True
2024-01-15 16:00:00,DTG001,Cống Vàm Giồng,11.88,True
2024-01-15 17:00:00,DTG001,Cống Vàm Giồng,11.25,True
2024-01-15 18:00:00,DTG001,Cống Vàm Giồng,9.53,True
2024-01-15 19:00:00,DTG001,Cống Vàm Giồng,8.8,True
2024-01-15 20:00:00,DTG001,Cống Vàm Giồng,5.84,True
2024-01-15 21:00:00,DTG001,Cống Vàm Giồng,6.38,True
2024-01-15 22:00:00,DTG001,Cống Vàm Giồng,7.82,True
2024-01-15 23:00:00,DTG001,Cống Vàm Giồng,7.23,True
2024-01-16 00:00:00,DTG001,Cống Vàm Giồng,8.89,True
2024-01-16 01:00:00,DTG001,Cống Vàm Giồng,10.39,True
2024-01-16 02:00:00,DTG001,Cống Vàm Giồng,12.38,True
2024-01-16 03:00:00,DTG001,Cống Vàm Giồng,12.21,True
2024-01-16 04:00:00,DTG001,Cống Vàm Giồng,11.9,True
2024-01-16 05:00:00,DTG001,Cống Vàm Giồng,11.33,True
2024-01-16 06:00:00,DTG001,Cống Vàm Giồng,9.61,True
2024-01-16 07:00:00,DTG001,Cống Vàm Giồng,7.8,True
2024-01-16 08:00:00,DTG001,Cống Vàm Giồng,7.15,True
2024-01-16 09:00:00,DTG001,Cống Vàm Giồng,6.42,True
2024-01-16 10:00:00,DTG001,Cống Vàm Giồng,7.31,True
2024-01-16 11:00:00,DTG001,Cống Vàm Giồng,7.93,True
2024-01-16 12:00:00,DTG001,Cống Vàm Giồng,9.71,True
2024-01-16 13:00:00,DTG001,Cống Vàm Giồng,10.98,True
2024-01-16 14:00:00,DTG001,Cống Vàm Giồng,11.85,True
2024-01-16 15:00:00,DTG001,Cống Vàm Giồng,13.29,True
2024-01-16 16:00:00,DTG001,Cống Vàm Giồng,11.62,True
2024-01-16 17:00:00,DTG001,Cống Vàm Giồng,10.05,True
2024-01-16 18:00:00,DTG001,Cống Vàm Giồng,9.06,True
2024-01-16 19:00:00,DTG001,Cống Vàm Giồng,8.6,True
2024-01-16 20:00:00,DTG001,Cống Vàm Giồng,6.42,True
2024-01-16 21:00:00,DTG001,Cống Vàm Giồng,6.26,True
2024-01-16 22:00:00,DTG001,Cống Vàm Giồng,7.08,True
2024-01-16 23:00:00,DTG001,Cống Vàm Giồng,7.83,True
2024-01-17 00:00:00,DTG001,Cống Vàm Giồng,9.92,True
2024-01-17 01:00:00,DTG001,Cống Vàm Giồng,10.85,True
2024-01-17 02:00:00,DTG001,Cống Vàm Giồng,12.36,True
